Task,Surplus,Budget,Min. cost,Max. cost,Vm,Cost,Update
ID00779,0.25981766,0.260765,9.4733335E-4,0.0022552777,54,0.0013114444,3.641111E-4
ID00703,0.25945354,0.2594632,9.666666E-6,2.5555555E-5,267,9.666666E-6,0.0
ID00510,0.25945354,0.25946158,8.055556E-6,1.9166666E-5,252,8.055556E-6,0.0
ID00633,0.25945354,0.2594632,9.666666E-6,2.5555555E-5,290,9.666666E-6,0.0
ID00535,0.25945354,0.25946158,8.055556E-6,1.9166666E-5,267,8.055556E-6,0.0
ID00495,0.25945354,0.2594632,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00761,0.25945354,0.2603928,9.3927776E-4,0.002236111,65,0.0013017778,3.6250002E-4
ID00954,0.25909105,0.26003033,9.3927776E-4,0.002236111,6,9.3927776E-4,0.0
ID00649,0.25909105,0.2591007,9.666666E-6,2.5555555E-5,201,9.666666E-6,0.0
ID00884,0.25909105,0.2600255,9.344444E-4,0.0022233333,123,0.0012953333,3.6088884E-4
ID00467,0.25873017,0.25873983,9.666666E-6,2.5555555E-5,198,9.666666E-6,0.0
ID00786,0.25873017,0.25966302,9.328333E-4,0.0022233333,0,0.0012921111,3.5927782E-4
ID00746,0.2583709,0.25930214,9.312222E-4,0.0022169445,79,0.0012921111,3.608889E-4
ID00710,0.25801003,0.2580197,9.666666E-6,2.5555555E-5,76,9.666666E-6,0.0
ID00645,0.25801003,0.2580197,9.666666E-6,2.5555555E-5,201,9.666666E-6,0.0
ID00900,0.25801003,0.25893965,9.296111E-4,0.0022105556,35,0.0012888889,3.5927776E-4
ID00578,0.25765076,0.2576588,8.055556E-6,1.9166666E-5,76,8.055556E-6,0.0
ID00679,0.25765076,0.25766042,9.666666E-6,2.5555555E-5,198,9.666666E-6,0.0
ID00559,0.25765076,0.2576588,8.055556E-6,1.9166666E-5,91,8.055556E-6,0.0
ID00961,0.25765076,0.25857392,9.2316663E-4,0.0021977779,271,9.2316663E-4,0.0
ID00552,0.25765076,0.2576588,8.055556E-6,1.9166666E-5,76,8.055556E-6,0.0
ID00896,0.25765076,0.2585723,9.2155556E-4,0.0021913887,55,0.0012759999,3.5444438E-4
ID00829,0.25729632,0.25821787,9.2155556E-4,0.0021913887,44,0.0012759999,3.5444438E-4
ID00523,0.25694188,0.25694993,8.055556E-6,1.9166666E-5,91,8.055556E-6,0.0
ID00589,0.25694188,0.25695154,9.666666E-6,2.5555555E-5,284,9.666666E-6,0.0
ID00485,0.25694188,0.25695154,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00673,0.25694188,0.25694993,8.055556E-6,1.9166666E-5,198,8.055556E-6,0.0
ID00810,0.25694188,0.257857,9.151111E-4,0.002178611,90,0.0012695555,3.5444443E-4
ID00930,0.25658745,0.25750417,9.1672223E-4,0.002178611,140,0.0012695555,3.528333E-4
ID00519,0.25623462,0.25624266,8.055556E-6,1.9166666E-5,284,8.055556E-6,0.0
ID00803,0.25623462,0.25714812,9.135E-4,0.002178611,64,0.0012663333,3.528333E-4
ID00774,0.2558818,0.2567953,9.135E-4,0.0021722221,37,0.0012663333,3.528333E-4
ID00490,0.25552896,0.2555386,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00555,0.25552896,0.2555386,9.666666E-6,2.5555555E-5,38,9.666666E-6,0.0
ID00717,0.25552896,0.2555386,9.666666E-6,2.5555555E-5,269,9.666666E-6,0.0
ID00591,0.25552896,0.255537,8.055556E-6,1.9166666E-5,166,8.055556E-6,0.0
ID00840,0.25552896,0.25643924,9.1027777E-4,0.0021658333,70,0.0012598889,3.496111E-4
ID00924,0.25517935,0.25608963,9.1027777E-4,0.0021658333,24,0.0012598889,3.496111E-4
ID00736,0.25482973,0.2557384,9.0866664E-4,0.0021658333,67,0.0012598889,3.5122223E-4
ID00770,0.2544785,0.25538558,9.0705557E-4,0.0021594444,36,0.0012566666,3.4961104E-4
ID00530,0.2541289,0.25413856,9.666666E-6,2.5555555E-5,166,9.666666E-6,0.0
ID00741,0.2541289,0.25503436,9.0544444E-4,0.0021530555,293,0.0012534445,3.4800003E-4
ID00695,0.2537809,0.25379056,9.666666E-6,2.5555555E-5,191,9.666666E-6,0.0
ID00806,0.2537809,0.25468475,9.038333E-4,0.0021530555,294,0.0012534445,3.4961116E-4
ID00842,0.2534313,0.25433514,9.038333E-4,0.0021530555,295,0.0012502222,3.463889E-4
ID00968,0.2530849,0.25398713,9.0222224E-4,0.0021466666,269,9.0222224E-4,0.0
ID00625,0.2530849,0.25309455,9.666666E-6,2.5555555E-5,290,9.666666E-6,0.0
ID00781,0.2530849,0.25398067,8.957778E-4,0.002133889,296,0.0012405555,3.4477777E-4
ID00946,0.25274011,0.25363588,8.957778E-4,0.002133889,297,0.0012405555,3.4477777E-4
ID00646,0.25239533,0.252405,9.666666E-6,2.5555555E-5,201,9.666666E-6,0.0
ID00876,0.25239533,0.25328466,8.893333E-4,0.0021147223,298,0.0012308889,3.4155557E-4
ID00543,0.25205377,0.2520618,8.055556E-6,1.9166666E-5,152,8.055556E-6,0.0
ID00897,0.25205377,0.25293666,8.8288885E-4,0.0021019443,299,0.0012244445,3.4155563E-4
ID00794,0.2517122,0.2525935,8.812778E-4,0.0020955554,300,0.0012212222,3.3994444E-4
ID00638,0.25137225,0.2513819,9.666666E-6,2.5555555E-5,201,9.666666E-6,0.0
ID00501,0.25137225,0.2513819,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00572,0.25137225,0.2513803,8.055556E-6,1.9166666E-5,225,8.055556E-6,0.0
ID00889,0.25137225,0.25223902,8.667778E-4,0.002063611,301,0.0011986666,3.3188885E-4
ID00752,0.25104037,0.2519023,8.6194446E-4,0.0020508333,302,0.0011922222,3.3027778E-4
ID00478,0.2507101,0.25071976,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00823,0.2507101,0.25156882,8.587222E-4,0.0020444444,225,8.587222E-4,0.0
ID00660,0.2507101,0.25071976,9.666666E-6,2.5555555E-5,231,9.666666E-6,0.0
ID00682,0.2507101,0.25071976,9.666666E-6,2.5555555E-5,196,9.666666E-6,0.0
ID00629,0.2507101,0.25071815,8.055556E-6,1.9166666E-5,290,8.055556E-6,0.0
ID00729,0.2507101,0.2515624,8.522778E-4,0.0020316667,303,0.0011793333,3.2705552E-4
ID00933,0.25038305,0.25123212,8.4905553E-4,0.002018889,304,0.001176111,3.2705552E-4
ID00880,0.250056,0.25090507,8.4905553E-4,0.002018889,305,0.001176111,3.2705552E-4
ID00911,0.24972895,0.25057802,8.4905553E-4,0.002018889,306,0.001176111,3.2705552E-4
ID00585,0.2494019,0.24940996,8.055556E-6,1.9166666E-5,237,8.055556E-6,0.0
ID00583,0.2494019,0.24941157,9.666666E-6,2.5555555E-5,13,9.666666E-6,0.0
ID00514,0.2494019,0.24941157,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00538,0.2494019,0.24940996,8.055556E-6,1.9166666E-5,121,8.055556E-6,0.0
ID00836,0.2494019,0.25024128,8.393889E-4,0.001999722,237,8.393889E-4,0.0
ID00553,0.2494019,0.24941157,9.666666E-6,2.5555555E-5,13,9.666666E-6,0.0
ID00834,0.2494019,0.25023967,8.3777774E-4,0.0019933332,13,8.3777774E-4,0.0
ID00509,0.2494019,0.24940996,8.055556E-6,1.9166666E-5,252,8.055556E-6,0.0
ID00541,0.2494019,0.24941157,9.666666E-6,2.5555555E-5,239,9.666666E-6,0.0
ID00693,0.2494019,0.24941157,9.666666E-6,2.5555555E-5,191,9.666666E-6,0.0
ID00789,0.2494019,0.25023806,8.3616667E-4,0.0019869443,121,8.3616667E-4,0.0
ID00765,0.2494019,0.25023645,8.3455554E-4,0.0019869443,307,0.0011567777,3.222222E-4
ID00804,0.24907967,0.2499094,8.297222E-4,0.0019741666,5,8.297222E-4,0.0
ID00760,0.24907967,0.2499094,8.297222E-4,0.0019741666,308,0.0011503333,3.206111E-4
ID00792,0.24875906,0.24958718,8.281111E-4,0.0019741666,239,8.281111E-4,0.0
ID00944,0.24875906,0.24958718,8.281111E-4,0.0019741666,309,0.0011471111,3.1899998E-4
ID00487,0.24844006,0.24844812,8.055556E-6,1.9166666E-5,252,8.055556E-6,0.0
ID00493,0.24844006,0.24844812,8.055556E-6,1.9166666E-5,252,8.055556E-6,0.0
ID00584,0.24844006,0.24844812,8.055556E-6,1.9166666E-5,177,8.055556E-6,0.0
ID00697,0.24844006,0.24844973,9.666666E-6,2.5555555E-5,191,9.666666E-6,0.0
ID00565,0.24844006,0.24844812,8.055556E-6,1.9166666E-5,223,8.055556E-6,0.0
ID00533,0.24844006,0.24844973,9.666666E-6,2.5555555E-5,177,9.666666E-6,0.0
ID00525,0.24844006,0.24844973,9.666666E-6,2.5555555E-5,223,9.666666E-6,0.0
ID00590,0.24844006,0.24844973,9.666666E-6,2.5555555E-5,49,9.666666E-6,0.0
ID00738,0.24844006,0.2492585,8.184444E-4,0.0019486111,310,0.0011342223,3.1577784E-4
ID00744,0.24812429,0.24894112,8.1683334E-4,0.0019486111,311,0.001131,3.1416665E-4
ID00835,0.24781013,0.24862696,8.1683334E-4,0.0019422222,177,8.1683334E-4,0.0
ID00624,0.24781013,0.2478198,9.666666E-6,2.5555555E-5,161,9.666666E-6,0.0
ID00948,0.24781013,0.24862535,8.152222E-4,0.0019422222,312,0.0011277777,3.1255552E-4
ID00675,0.24749757,0.24750564,8.055556E-6,1.9166666E-5,198,8.055556E-6,0.0
ID00816,0.24749757,0.24831119,8.136111E-4,0.0019358333,223,8.136111E-4,0.0
ID00784,0.24749757,0.24830957,8.12E-4,0.0019358333,267,8.12E-4,0.0
ID00776,0.24749757,0.24830957,8.12E-4,0.0019358333,76,8.12E-4,0.0
ID00599,0.24749757,0.24750724,9.666666E-6,2.5555555E-5,49,9.666666E-6,0.0
ID00841,0.24749757,0.24830957,8.12E-4,0.0019294444,49,8.12E-4,0.0
ID00701,0.24749757,0.24750724,9.666666E-6,2.5555555E-5,240,9.666666E-6,0.0
ID00875,0.24749757,0.24830635,8.0877775E-4,0.0019230555,161,8.0877775E-4,0.0
ID00926,0.24749757,0.24830474,8.071667E-4,0.0019230555,313,0.0011181111,3.109444E-4
ID00580,0.24718663,0.2471963,9.666666E-6,2.5555555E-5,240,9.666666E-6,0.0
ID00850,0.24718663,0.24799058,8.039444E-4,0.0019166666,254,8.039444E-4,0.0
ID00663,0.24718663,0.2471963,9.666666E-6,2.5555555E-5,262,9.666666E-6,0.0
ID00540,0.24718663,0.24719469,8.055556E-6,1.9166666E-5,240,8.055556E-6,0.0
ID00489,0.24718663,0.2471963,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00952,0.24718663,0.24798736,8.007222E-4,0.0019038889,240,8.007222E-4,0.0
ID00615,0.24718663,0.2471963,9.666666E-6,2.5555555E-5,262,9.666666E-6,0.0
ID00831,0.24718663,0.24798574,7.991111E-4,0.0019038889,229,7.991111E-4,0.0
ID00602,0.24718663,0.24719469,8.055556E-6,1.9166666E-5,218,8.055556E-6,0.0
ID00627,0.24718663,0.2471963,9.666666E-6,2.5555555E-5,290,9.666666E-6,0.0
ID00621,0.24718663,0.2471963,9.666666E-6,2.5555555E-5,286,9.666666E-6,0.0
ID00914,0.24718663,0.24798091,7.9427776E-4,0.001891111,262,7.9427776E-4,0.0
ID00791,0.24718663,0.24798091,7.9427776E-4,0.001891111,91,7.9427776E-4,0.0
ID00740,0.24718663,0.24797769,7.9105556E-4,0.0018847222,314,0.0010955555,3.0449993E-4
ID00866,0.24688213,0.24767157,7.894444E-4,0.0018783333,194,7.894444E-4,0.0
ID00853,0.24688213,0.24767318,7.9105556E-4,0.0018847222,218,7.9105556E-4,0.0
ID00878,0.24688213,0.24767157,7.894444E-4,0.0018783333,315,0.0010923333,3.0288892E-4
ID00506,0.24657923,0.2465889,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00872,0.24657923,0.24736544,7.862222E-4,0.0018719444,286,7.862222E-4,0.0
ID00520,0.24657923,0.2465889,9.666666E-6,2.5555555E-5,212,9.666666E-6,0.0
ID00648,0.24657923,0.2465889,9.666666E-6,2.5555555E-5,201,9.666666E-6,0.0
ID00715,0.24657923,0.24658729,8.055556E-6,1.9166666E-5,3,8.055556E-6,0.0
ID00757,0.24657923,0.2473574,7.7816664E-4,0.0018527778,316,0.0010794444,3.012778E-4
ID00899,0.24627796,0.24705452,7.7655556E-4,0.0018463889,201,7.7655556E-4,0.0
ID00771,0.24627796,0.24705452,7.7655556E-4,0.0018463889,212,7.7655556E-4,0.0
ID00707,0.24627796,0.24628763,9.666666E-6,2.5555555E-5,216,9.666666E-6,0.0
ID00587,0.24627796,0.24628763,9.666666E-6,2.5555555E-5,3,9.666666E-6,0.0
ID00612,0.24627796,0.24628763,9.666666E-6,2.5555555E-5,3,9.666666E-6,0.0
ID00966,0.24627796,0.24704967,7.7172223E-4,0.0018399999,3,7.7172223E-4,0.0
ID00549,0.24627796,0.24628763,9.666666E-6,2.5555555E-5,216,9.666666E-6,0.0
ID00517,0.24627796,0.24628763,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00958,0.24627796,0.24704485,7.668889E-4,0.0018272222,216,7.668889E-4,0.0
ID00838,0.24627796,0.24704163,7.6366664E-4,0.0018208333,246,7.6366664E-4,0.0
ID00863,0.24627796,0.24704002,7.6205557E-4,0.0018144444,15,7.6205557E-4,0.0
ID00800,0.24627796,0.24704002,7.6205557E-4,0.0018144444,53,7.6205557E-4,0.0
ID00768,0.24627796,0.24704002,7.6205557E-4,0.0018144444,317,0.0010568888,2.9483327E-4
ID00674,0.24598312,0.24599119,8.055556E-6,1.9166666E-5,198,8.055556E-6,0.0
ID00473,0.24598312,0.2459928,9.666666E-6,2.5555555E-5,183,9.666666E-6,0.0
ID00563,0.24598312,0.24599119,8.055556E-6,1.9166666E-5,181,8.055556E-6,0.0
ID00925,0.24598312,0.24673712,7.54E-4,0.0017952777,318,0.001044,2.9000005E-4
ID00719,0.24569312,0.24570279,9.666666E-6,2.5555555E-5,183,9.666666E-6,0.0
ID00516,0.24569312,0.24570118,8.055556E-6,1.9166666E-5,252,8.055556E-6,0.0
ID00544,0.24569312,0.24570118,8.055556E-6,1.9166666E-5,181,8.055556E-6,0.0
ID00814,0.24569312,0.24643905,7.4594445E-4,0.0017761111,181,7.4594445E-4,0.0
ID00767,0.24569312,0.24643745,7.443333E-4,0.0017761111,319,0.0010311111,2.867778E-4
ID00970,0.24540634,0.24615228,7.4594445E-4,0.0017761111,183,7.4594445E-4,0.0
ID00713,0.24540634,0.2454144,8.055556E-6,1.9166666E-5,230,8.055556E-6,0.0
ID00795,0.24540634,0.24615067,7.443333E-4,0.0017697222,284,7.443333E-4,0.0
ID00603,0.24540634,0.24541602,9.666666E-6,2.5555555E-5,169,9.666666E-6,0.0
ID00672,0.24540634,0.24541602,9.666666E-6,2.5555555E-5,198,9.666666E-6,0.0
ID00702,0.24540634,0.24541602,9.666666E-6,2.5555555E-5,42,9.666666E-6,0.0
ID00964,0.24540634,0.24614263,7.362778E-4,0.0017569445,230,7.362778E-4,0.0
ID00598,0.24540634,0.2454144,8.055556E-6,1.9166666E-5,118,8.055556E-6,0.0
ID00854,0.24540634,0.24614102,7.3466665E-4,0.0017505555,169,7.3466665E-4,0.0
ID00529,0.24540634,0.24541602,9.666666E-6,2.5555555E-5,42,9.666666E-6,0.0
ID00658,0.24540634,0.24541602,9.666666E-6,2.5555555E-5,231,9.666666E-6,0.0
ID00527,0.24540634,0.2454144,8.055556E-6,1.9166666E-5,159,8.055556E-6,0.0
ID00923,0.24540634,0.24613778,7.3144445E-4,0.0017377777,198,7.3144445E-4,0.0
ID00714,0.24540634,0.2454144,8.055556E-6,1.9166666E-5,236,8.055556E-6,0.0
ID00953,0.24540634,0.24613456,7.282222E-4,0.0017313889,42,7.282222E-4,0.0
ID00849,0.24540634,0.24613456,7.282222E-4,0.0017313889,118,7.282222E-4,0.0
ID00712,0.24540634,0.2454144,8.055556E-6,1.9166666E-5,205,8.055556E-6,0.0
ID00780,0.24540634,0.24612974,7.2338886E-4,0.001725,164,7.2338886E-4,0.0
ID00778,0.24540634,0.24612974,7.2338886E-4,0.001725,159,7.2338886E-4,0.0
ID00678,0.24540634,0.24541602,9.666666E-6,2.5555555E-5,196,9.666666E-6,0.0
ID00483,0.24540634,0.24541602,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00909,0.24540634,0.24612974,7.2338886E-4,0.001725,231,7.2338886E-4,0.0
ID00965,0.24540634,0.24612974,7.2338886E-4,0.0017186111,236,7.2338886E-4,0.0
ID00499,0.24540634,0.2454144,8.055556E-6,1.9166666E-5,252,8.055556E-6,0.0
ID00690,0.24540634,0.2454144,8.055556E-6,1.9166666E-5,191,8.055556E-6,0.0
ID00963,0.24540634,0.2461249,7.1855553E-4,0.0017122222,205,7.1855553E-4,0.0
ID00750,0.24540634,0.24612167,7.153333E-4,0.0016994444,320,9.892222E-4,2.7388887E-4
ID00734,0.24513246,0.24584779,7.153333E-4,0.0016994444,321,9.892222E-4,2.7388887E-4
ID00929,0.24485858,0.24557391,7.153333E-4,0.0017058334,196,7.153333E-4,0.0
ID00941,0.24485858,0.2455723,7.137222E-4,0.0016994444,191,7.137222E-4,0.0
ID00617,0.24485858,0.24486825,9.666666E-6,2.5555555E-5,134,9.666666E-6,0.0
ID00600,0.24485858,0.24486825,9.666666E-6,2.5555555E-5,43,9.666666E-6,0.0
ID00500,0.24485858,0.24486825,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00680,0.24485858,0.24486825,9.666666E-6,2.5555555E-5,101,9.666666E-6,0.0
ID00868,0.24485858,0.24555941,7.0083333E-4,0.0016675,134,7.0083333E-4,0.0
ID00631,0.24485858,0.24486664,8.055556E-6,1.9166666E-5,290,8.055556E-6,0.0
ID00851,0.24485858,0.24555941,7.0083333E-4,0.0016675,43,7.0083333E-4,0.0
ID00751,0.24485858,0.2455578,6.992222E-4,0.0016675,322,9.698889E-4,2.7066667E-4
ID00931,0.24458791,0.24528553,6.976111E-4,0.0016611111,101,6.976111E-4,0.0
ID00882,0.24458791,0.2452807,6.9277774E-4,0.0016483333,290,6.9277774E-4,0.0
ID00704,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,56,9.666666E-6,0.0
ID00657,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,275,9.666666E-6,0.0
ID00636,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,275,9.666666E-6,0.0
ID00955,0.24458791,0.24527103,6.831111E-4,0.0016227778,56,6.831111E-4,0.0
ID00575,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,220,9.666666E-6,0.0
ID00908,0.24458791,0.24526942,6.815E-4,0.0016227778,275,6.815E-4,0.0
ID00887,0.24458791,0.24526618,6.7827775E-4,0.0016163889,108,6.7827775E-4,0.0
ID00640,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,220,9.666666E-6,0.0
ID00671,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,261,8.055556E-6,0.0
ID00826,0.24458791,0.24525975,6.7183335E-4,0.001603611,220,6.7183335E-4,0.0
ID00677,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,38,8.055556E-6,0.0
ID00571,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,163,8.055556E-6,0.0
ID00653,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,166,8.055556E-6,0.0
ID00891,0.24458791,0.24525492,6.67E-4,0.0015908333,163,6.67E-4,0.0
ID00922,0.24458791,0.24525492,6.67E-4,0.0015908333,261,6.67E-4,0.0
ID00479,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,252,8.055556E-6,0.0
ID00496,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,252,9.666666E-6,0.0
ID00928,0.24458791,0.24525169,6.6377776E-4,0.0015780556,38,6.6377776E-4,0.0
ID00822,0.24458791,0.24525008,6.621667E-4,0.0015780556,200,6.621667E-4,0.0
ID00596,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,8,9.666666E-6,0.0
ID00904,0.24458791,0.24524847,6.6055555E-4,0.0015716667,166,6.6055555E-4,0.0
ID00730,0.24458791,0.24524686,6.589444E-4,0.0015652777,252,6.589444E-4,0.0
ID00747,0.24458791,0.24524525,6.5733335E-4,0.0015652777,152,6.5733335E-4,0.0
ID00847,0.24458791,0.24524203,6.541111E-4,0.0015588888,8,6.541111E-4,0.0
ID00554,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,250,9.666666E-6,0.0
ID00542,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,241,8.055556E-6,0.0
ID00662,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,28,8.055556E-6,0.0
ID00708,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,71,8.055556E-6,0.0
ID00610,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,28,9.666666E-6,0.0
ID00805,0.24458791,0.2452259,6.3799997E-4,0.0015205556,250,6.3799997E-4,0.0
ID00793,0.24458791,0.2452259,6.3799997E-4,0.0015205556,241,6.3799997E-4,0.0
ID00592,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,71,9.666666E-6,0.0
ID00913,0.24458791,0.2452243,6.363889E-4,0.0015141666,28,6.363889E-4,0.0
ID00959,0.24458791,0.24522269,6.3477777E-4,0.0015077777,71,6.3477777E-4,0.0
ID00622,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,266,8.055556E-6,0.0
ID00532,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,206,8.055556E-6,0.0
ID00861,0.24458791,0.24521947,6.3155557E-4,0.0015013888,127,6.3155557E-4,0.0
ID00687,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,266,9.666666E-6,0.0
ID00843,0.24458791,0.24521625,6.283333E-4,0.001495,74,6.283333E-4,0.0
ID00873,0.24458791,0.24521302,6.251111E-4,0.0014886111,266,6.251111E-4,0.0
ID00635,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,171,9.666666E-6,0.0
ID00783,0.24458791,0.24521302,6.251111E-4,0.0014886111,206,6.251111E-4,0.0
ID00574,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,154,9.666666E-6,0.0
ID00593,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,154,8.055556E-6,0.0
ID00938,0.24458791,0.24520819,6.202778E-4,0.0014758334,154,6.202778E-4,0.0
ID00504,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,207,9.666666E-6,0.0
ID00886,0.24458791,0.24520497,6.170556E-4,0.0014694444,171,6.170556E-4,0.0
ID00825,0.24458791,0.24520336,6.1544444E-4,0.0014630555,222,6.1544444E-4,0.0
ID00606,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,207,9.666666E-6,0.0
ID00844,0.24458791,0.24520336,6.1544444E-4,0.0014630555,292,6.1544444E-4,0.0
ID00643,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,211,8.055556E-6,0.0
ID00755,0.24458791,0.24519852,6.106111E-4,0.0014566666,207,6.106111E-4,0.0
ID00569,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,116,9.666666E-6,0.0
ID00482,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,116,9.666666E-6,0.0
ID00700,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,234,9.666666E-6,0.0
ID00857,0.24458791,0.24519369,6.057778E-4,0.0014438889,211,6.057778E-4,0.0
ID00894,0.24458791,0.24519208,6.0416665E-4,0.0014375,116,6.0416665E-4,0.0
ID00512,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,138,9.666666E-6,0.0
ID00630,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,138,9.666666E-6,0.0
ID00820,0.24458791,0.24518886,6.0094445E-4,0.0014311111,234,6.0094445E-4,0.0
ID00576,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,190,9.666666E-6,0.0
ID00733,0.24458791,0.24518886,6.0094445E-4,0.0014311111,190,6.0094445E-4,0.0
ID00951,0.24458791,0.24518563,5.977222E-4,0.0014247221,226,5.977222E-4,0.0
ID00581,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,158,8.055556E-6,0.0
ID00688,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,158,9.666666E-6,0.0
ID00763,0.24458791,0.24518241,5.945E-4,0.0014183333,138,5.945E-4,0.0
ID00601,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,285,8.055556E-6,0.0
ID00881,0.24458791,0.24518241,5.945E-4,0.0014183333,158,5.945E-4,0.0
ID00827,0.24458791,0.2451808,5.9288886E-4,0.0014119444,45,5.9288886E-4,0.0
ID00605,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,82,8.055556E-6,0.0
ID00481,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,243,9.666666E-6,0.0
ID00594,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,243,8.055556E-6,0.0
ID00659,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,285,9.666666E-6,0.0
ID00832,0.24458791,0.24517597,5.880555E-4,0.0013991666,105,5.880555E-4,0.0
ID00939,0.24458791,0.24517436,5.8644445E-4,0.0013991666,82,5.8644445E-4,0.0
ID00852,0.24458791,0.24517436,5.8644445E-4,0.0013991666,285,5.8644445E-4,0.0
ID00557,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,257,9.666666E-6,0.0
ID00856,0.24458791,0.24517274,5.848333E-4,0.0013927778,243,5.848333E-4,0.0
ID00732,0.24458791,0.24516952,5.816111E-4,0.0013863889,257,5.816111E-4,0.0
ID00480,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,203,8.055556E-6,0.0
ID00488,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,174,9.666666E-6,0.0
ID00845,0.24458791,0.24516952,5.816111E-4,0.0013863889,203,5.816111E-4,0.0
ID00910,0.24458791,0.24516791,5.8E-4,0.00138,174,5.8E-4,0.0
ID00808,0.24458791,0.24516469,5.767778E-4,0.001373611,214,5.767778E-4,0.0
ID00551,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,208,9.666666E-6,0.0
ID00731,0.24458791,0.24516147,5.7355553E-4,0.0013672222,219,5.7355553E-4,0.0
ID00739,0.24458791,0.24516147,5.7355553E-4,0.0013672222,287,5.7355553E-4,0.0
ID00686,0.24458791,0.2445992,1.1277778E-5,2.5555555E-5,208,1.1277778E-5,0.0
ID00616,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,11,9.666666E-6,0.0
ID00802,0.24458791,0.24515502,5.671111E-4,0.0013480555,208,5.671111E-4,0.0
ID00724,0.24458791,0.24459597,8.055556E-6,1.9166666E-5,288,8.055556E-6,0.0
ID00937,0.24458791,0.2451502,5.622778E-4,0.0013352778,11,5.622778E-4,0.0
ID00867,0.24458791,0.24514858,5.6066667E-4,0.0013352778,153,5.6066667E-4,0.0
ID00620,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,288,9.666666E-6,0.0
ID00550,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,179,9.666666E-6,0.0
ID00975,0.24458791,0.24514374,5.5583334E-4,0.0013225,288,5.5583334E-4,0.0
ID00567,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,109,9.666666E-6,0.0
ID00607,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,109,9.666666E-6,0.0
ID00871,0.24458791,0.24513891,5.51E-4,0.0013161111,179,5.51E-4,0.0
ID00801,0.24458791,0.2451373,5.493889E-4,0.0013097222,99,5.493889E-4,0.0
ID00654,0.24458791,0.24459758,9.666666E-6,2.5555555E-5,109,9.666666E-6,0.0
